Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed,Rating_num
Knee Deep in Skin Flakes,https://www.mountainproject.com/route/110700870/knee-deep-in-skin-flakes,1.8,5.8,1,30.0,41.65352,-111.69423,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,8.5
Greasy Black Stool,https://www.mountainproject.com/route/109258556/greasy-black-stool,1.7,5.8-,1,30.0,41.63132,-111.70857,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,True,False,False,False,8.3
Whiplash Willy,https://www.mountainproject.com/route/120773711/whiplash-willy,2.5,5.6,1,25.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,6.5
Three Running Walruses,https://www.mountainproject.com/route/121171248/three-running-walruses,2.0,5.6,1,25.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,6.5
Skeeter,https://www.mountainproject.com/route/122348461/skeeter,1.5,5.6,1,40.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,6.5
Smells Like a Ham Sandwich,https://www.mountainproject.com/route/119535139/smells-like-a-ham-sandwich,1.5,5.6,1,50.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,6.5
Bob's Midnight Circus,https://www.mountainproject.com/route/119844624/bobs-midnight-circus,2.0,5.6,1,25.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,6.5
Shoe Shine Boy,https://www.mountainproject.com/route/119489247/shoe-shine-boy,1.6,5.7,1,50.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,7.5
Woperson,https://www.mountainproject.com/route/119535115/woperson,2.0,5.7+,1,50.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,7.7
Green Teeth Tally-Whacker,https://www.mountainproject.com/route/119537121/green-teeth-tally-whacker,1.0,5.8-,1,50.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,8.3
Wendover,https://www.mountainproject.com/route/120893703/wendover,2.0,5.8-,1,20.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,8.3
Keekee,https://www.mountainproject.com/route/121171298/keekee,1.0,5.8-,1,20.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,8.3
Underpants,https://www.mountainproject.com/route/119493820/underpants,2.3,5.8,1,60.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,8.5
Taffy,https://www.mountainproject.com/route/119535128/taffy,2.4,5.8+,1,50.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,8.7
Nestwig Coffee,https://www.mountainproject.com/route/119536954/nestwig-coffee,1.0,5.7,1,20.0,41.62629,-111.80056,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,7.5
Barefoot Pyrotechnician,https://www.mountainproject.com/route/119486865/barefoot-pyrotechnician,2.3,5.8,1,25.0,41.62629,-111.80056,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,8.5
Pale Legs Roy,https://www.mountainproject.com/route/119486890/pale-legs-roy,1.2,5.8,1,25.0,41.62629,-111.80056,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,8.5
Hera Sees Heresies,https://www.mountainproject.com/route/122932210/hera-sees-heresies,2.0,5.8+,1,30.0,41.62635,-111.67172,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False,8.7
Hot Pocket,https://www.mountainproject.com/route/119890245/hot-pocket,2.3,5.8-,1,50.0,41.77163,-111.74588,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Green Canyon,False,False,True,False,False,False,8.3
Mrs. Pocket,https://www.mountainproject.com/route/119890381/mrs-pocket,2.5,5.8,1,50.0,41.77163,-111.74588,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Green Canyon,False,False,False,False,False,False,8.5
Bloody pockets,https://www.mountainproject.com/route/122960312/bloody-pockets,2.0,5.8+,1,45.0,41.77163,-111.74588,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Green Canyon,False,False,False,False,False,False,8.7
Confidence Booster,https://www.mountainproject.com/route/118835670/confidence-booster,2.4,5.6,1,30.0,41.69187,-111.79007,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Providence Canyon,False,False,True,False,False,False,6.5
West Side,https://www.mountainproject.com/route/118835744/west-side,1.7,5.8+,1,25.0,41.69187,-111.79007,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Providence Canyon,False,False,False,False,False,False,8.7
Novel Perspectives,https://www.mountainproject.com/route/121235734/novel-perspectives,2.6,5.7,1,55.0,41.71337,-111.79126,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,s Kitchen Cove,False,False,False,False,False,False,7.5
High Planes Drifter,https://www.mountainproject.com/route/109074273/high-planes-drifter,1.8,5.8,1,40.0,41.00135,-111.39195,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,False,False,False,False,8.5
Play Misty,https://www.mountainproject.com/route/109573703/play-misty,1.9,5.6,1,35.0,41.00109,-111.39143,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,True,False,False,False,6.5
Make My Day,https://www.mountainproject.com/route/115156968/make-my-day,2.0,5.6,1,35.0,41.00109,-111.39143,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,False,False,False,False,6.5
2 Mules,https://www.mountainproject.com/route/109573718/2-mules,1.9,5.7,1,40.0,41.00109,-111.39143,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,True,False,False,False,7.5
Midnight Train to Echo,https://www.mountainproject.com/route/115190034/midnight-train-to-echo,2.4,5.7,1,80.0,41.00084,-111.39254,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,False,False,False,False,7.5
Orient  Express,https://www.mountainproject.com/route/105855609/orient-express,1.2,5.7,1,80.0,41.01078,-111.3807,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bull Hollow,False,False,False,False,False,False,7.5
Starlight Express,https://www.mountainproject.com/route/110235166/starlight-express,2.3,5.7,1,35.0,41.00686,-111.3826,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Roadside Crag,False,False,False,False,False,False,7.5
Steel Wheels,https://www.mountainproject.com/route/110235171/steel-wheels,2.3,5.8,1,40.0,41.00686,-111.3826,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Roadside Crag,False,False,False,False,False,False,8.5
Suspension Trauma,https://www.mountainproject.com/route/115687459/suspension-trauma,1.8,5.8,1,40.0,40.60792,-111.35928,False,False,Utah,Wasatch Range,Wasatch Back,Rock Cliff Recreation Area,Bur Slab,False,False,False,False,False,False,8.5
Bob,https://www.mountainproject.com/route/123951925/bob,1.0,5.8,1,70.0,40.7093,-112.6845,False,False,Utah,West Desert,Stansbury Mountains,Lone Rock,North Face,False,False,False,False,False,False,8.5
Unknown E,https://www.mountainproject.com/route/123952095/unknown-e,1.0,5.7,1,30.0,40.7389,-112.6404,False,False,Utah,West Desert,Stansbury Mountains,The Valley of Zion,Tokey Dokey,False,False,False,False,False,False,7.5
The Sprout,https://www.mountainproject.com/route/110045477/the-sprout,2.6,5.7,1,60.0,40.7389,-112.6404,False,False,Utah,West Desert,Stansbury Mountains,The Valley of Zion,Tokey Dokey,False,False,False,False,False,False,7.5
Gerry Rig,https://www.mountainproject.com/route/110045431/gerry-rig,2.6,5.8,1,80.0,40.7389,-112.6404,False,False,Utah,West Desert,Stansbury Mountains,The Valley of Zion,Tokey Dokey,False,False,False,False,False,False,8.5
Unknown D,https://www.mountainproject.com/route/123952069/unknown-d,1.0,5.8,1,55.0,40.7389,-112.6404,False,False,Utah,West Desert,Stansbury Mountains,The Valley of Zion,Tokey Dokey,False,False,False,False,False,False,8.5
Unknown C,https://www.mountainproject.com/route/123952053/unknown-c,2.0,5.8+,1,40.0,40.7389,-112.6404,False,False,Utah,West Desert,Stansbury Mountains,The Valley of Zion,Tokey Dokey,False,False,False,False,False,False,8.7
Whiskey Crew,https://www.mountainproject.com/route/107876719/whiskey-crew,2.5,5.8+,1,,40.7389,-112.6404,False,False,Utah,West Desert,Stansbury Mountains,The Valley of Zion,Tokey Dokey,False,False,False,False,False,False,8.7
Karman Line,https://www.mountainproject.com/route/122863081/karman-line,2.0,5.7+,1,55.0,40.4919,-112.58458,False,False,Utah,West Desert,Stansbury Mountains,South Willow Canyon,Narrows,False,False,False,False,False,False,7.7
Tricks Are For Kids,https://www.mountainproject.com/route/109324955/tricks-are-for-kids,1.8,5.7,1,,40.4916,-112.59539,False,False,Utah,West Desert,Stansbury Mountains,South Willow Canyon,Narrows,False,False,False,False,False,False,7.5
Should've Used a Rubber,https://www.mountainproject.com/route/112313566/shouldve-used-a-rubber,2.6,5.7,1,65.0,38.9978,-113.38997,False,False,Utah,West Desert,Ibex,Newlywed Area,,False,False,False,False,False,False,7.5
Eye Dew,https://www.mountainproject.com/route/114416593/eye-dew,2.5,5.8,1,40.0,38.9978,-113.38997,False,False,Utah,West Desert,Ibex,Newlywed Area,,False,False,False,False,False,False,8.5
Saddlesore,https://www.mountainproject.com/route/106121082/saddlesore,1.9,5.8,1,70.0,38.9978,-113.38997,False,False,Utah,West Desert,Ibex,Newlywed Area,,False,False,False,False,False,False,8.5
Makin' Babies,https://www.mountainproject.com/route/117934769/makin-babies,2.5,5.8+,1,60.0,38.9978,-113.38997,False,False,Utah,West Desert,Ibex,Newlywed Area,,False,False,False,False,False,False,8.7
Immediately right of Shetland (still to be named),https://www.mountainproject.com/route/121600949/immediately-right-of-shetland-still-to-be-named,2.0,5.7+,1,40.0,38.9926,-113.3883,False,False,Utah,West Desert,Ibex,Sheep Rock Area,,False,False,False,False,False,False,7.7
A Sheep in Wolf's Clothing,https://www.mountainproject.com/route/105944057/a-sheep-in-wolfs-clothing,1.8,5.8,1,50.0,38.9926,-113.3883,False,False,Utah,West Desert,Ibex,Sheep Rock Area,,False,False,False,False,False,False,8.5
M1 Garand,https://www.mountainproject.com/route/106764209/m1-garand,2.0,5.8,1,50.0,38.9906,-113.3896,False,False,Utah,West Desert,Ibex,Quartermoon Tower,East Face,False,False,False,False,False,False,8.5
Laughing Dog,https://www.mountainproject.com/route/118799533/laughing-dog,1.8,5.7,1,30.0,38.9851,-113.39103,False,False,Utah,West Desert,Ibex,Corral Crags,Ewe For Real Wall,False,False,False,False,False,False,7.5
unknown,https://www.mountainproject.com/route/118799703/unknown,2.5,5.7,1,40.0,38.9851,-113.39103,False,False,Utah,West Desert,Ibex,Corral Crags,Ewe For Real Wall,False,False,False,False,False,False,7.5
Tower East,https://www.mountainproject.com/route/112794000/tower-east,2.3,5.7+,1,25.0,38.9851,-113.39103,False,False,Utah,West Desert,Ibex,Corral Crags,Ewe For Real Wall,False,False,False,False,False,False,7.7
unknown,https://www.mountainproject.com/route/118799620/unknown,2.5,5.6,1,50.0,38.98551,-113.39088,False,False,Utah,West Desert,Ibex,Corral Crags,Central Corral Crag,False,False,False,False,False,False,6.5
Unknown Right,https://www.mountainproject.com/route/113711297/unknown-right,1.6,5.8+,1,,38.98551,-113.39088,False,False,Utah,West Desert,Ibex,Corral Crags,Central Corral Crag,False,False,False,False,False,False,8.7
Old and In The Weigh,https://www.mountainproject.com/route/111288175/old-and-in-the-weigh,2.3,5.7,1,50.0,38.98448,-113.39156,False,False,Utah,West Desert,Ibex,Corral Crags,Southern Corral Crag,False,False,False,False,False,False,7.5
Tarantula,https://www.mountainproject.com/route/109847465/tarantula,2.4,5.8,1,80.0,38.99848,-113.38091,False,False,Utah,West Desert,Ibex,South Corridor,Scorpion Slab,False,False,True,False,False,False,8.5
Aguamelon,https://www.mountainproject.com/route/111839053/aguamelon,2.9,5.8+,1,70.0,38.98848,-113.39091,False,False,Utah,West Desert,Ibex,South Corridor,Amphitheater Rocks,False,False,False,False,False,False,8.7
Auid Lang Syne,https://www.mountainproject.com/route/116118707/auid-lang-syne,2.6,5.7,1,60.0,38.99848,-113.38091,False,False,Utah,West Desert,Ibex,South Corridor,s Rock,False,False,False,False,False,False,7.5
Caesar Salad,https://www.mountainproject.com/route/107424742/caesar-salad,1.9,5.7,1,40.0,38.98931,-113.39021,False,False,Utah,West Desert,Ibex,Snakeskin Buttress,,False,False,False,False,False,False,7.5
Mexican Gravy Leg,https://www.mountainproject.com/route/109949830/mexican-gravy-leg,1.9,5.8+,1,80.0,38.98931,-113.39021,False,False,Utah,West Desert,Ibex,Snakeskin Buttress,,False,False,False,False,False,False,8.7
Happy Slab,https://www.mountainproject.com/route/109991578/happy-slab,1.0,5.7,1,80.0,38.9442,-113.3646,False,False,Utah,West Desert,Ibex,Island of Stone,,False,False,False,False,False,False,7.5
Too Cool For School,https://www.mountainproject.com/route/111288315/too-cool-for-school,2.5,5.7,5,250.0,38.99083,-113.3897,False,False,Utah,West Desert,Ibex,Baby Buttress,,False,False,False,False,False,False,7.5
Baby Boomer,https://www.mountainproject.com/route/111313102/baby-boomer,1.8,5.7,1,60.0,38.99083,-113.3897,False,False,Utah,West Desert,Ibex,Baby Buttress,,False,False,False,False,False,False,7.5
Liver and Fava Beans,https://www.mountainproject.com/route/106292227/liver-and-fava-beans,1.0,5.8,1,,39.23968,-113.40804,False,False,Utah,West Desert,House Range,Marjum Canyon,Buffalo Bill Wall,True,False,False,False,False,False,8.5
Hermit Fire,https://www.mountainproject.com/route/107445623/hermit-fire,1.8,5.7,1,50.0,39.24622,-113.40313,False,False,Utah,West Desert,House Range,Marjum Canyon,Hermit Canyon,False,False,False,False,False,False,7.5
The Boys from Provo,https://www.mountainproject.com/route/107445689/the-boys-from-provo,2.4,5.8,1,,39.24622,-113.40313,False,False,Utah,West Desert,House Range,Marjum Canyon,Hermit Canyon,False,False,False,False,False,False,8.5
