Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed,Rating_num
The Bleaker,https://www.mountainproject.com/route/107205840/the-bleaker,2.9,5.11c,1,45.0,40.4451,-111.6911,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Forgotten Trails,False,False,False,False,False,False,11.6
Smooth Operator,https://www.mountainproject.com/route/107278051/smooth-operator,2.3,5.11c,1,50.0,40.4451,-111.6911,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Forgotten Trails,False,False,False,False,False,False,11.6
Twisted Memories,https://www.mountainproject.com/route/107309150/twisted-memories,2.6,5.11c,1,70.0,40.4451,-111.6911,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Forgotten Trails,False,False,False,False,False,False,11.6
Bumblies in the Dark,https://www.mountainproject.com/route/107754871/bumblies-in-the-dark,3.5,5.11c,1,60.0,40.4451,-111.6911,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Forgotten Trails,False,False,False,False,False,False,11.6
Storm Tracker,https://www.mountainproject.com/route/124903121/storm-tracker,2.7,5.11c,1,50.0,40.4451,-111.6911,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Forgotten Trails,False,False,False,False,False,False,11.6
Dream Destroyer,https://www.mountainproject.com/route/107209359/dream-destroyer,2.3,5.11d,1,60.0,40.4451,-111.6911,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Forgotten Trails,False,False,False,False,False,False,11.8
Credibility Check,https://www.mountainproject.com/route/107692201/credibility-check,2.2,5.12a,1,70.0,40.4451,-111.6911,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Forgotten Trails,False,False,False,False,False,False,12.2
Long Shadows,https://www.mountainproject.com/route/106059734/long-shadows,2.7,5.12a,1,55.0,40.4451,-111.6911,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Forgotten Trails,False,False,False,False,False,False,12.2
Trash Kicker Var.,https://www.mountainproject.com/route/112067287/trash-kicker-var,3.3,5.12a,1,75.0,40.4451,-111.6911,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Forgotten Trails,False,False,False,False,False,False,12.2
Mindbleeder,https://www.mountainproject.com/route/119710137/mindbleeder,3.0,5.12a,1,60.0,40.4451,-111.6911,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Forgotten Trails,False,False,False,False,False,False,12.2
Gemini,https://www.mountainproject.com/route/106496005/gemini,2.8,5.11c/d,1,40.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,11.7
Drop the Clutch,https://www.mountainproject.com/route/106502139/drop-the-clutch,3.4,5.11d,1,85.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,11.8
Inky,https://www.mountainproject.com/route/106811647/inky,2.5,5.12a,1,40.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,12.2
Boo,https://www.mountainproject.com/route/106811783/boo,3.0,5.11c,1,60.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,11.6
Bang Bang,https://www.mountainproject.com/route/106541111/bang-bang,2.8,5.11c,1,90.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,11.6
Diamond Dogs,https://www.mountainproject.com/route/106834165/diamond-dogs,4.0,5.11d,1,115.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,11.8
White Dream,https://www.mountainproject.com/route/117329117/white-dream,3.2,5.12a,1,40.0,40.45087,-111.6875,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,12.2
Cosmic Imperative,https://www.mountainproject.com/route/106906159/cosmic-imperative,2.9,5.11c,1,50.0,40.4461,-111.6859,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Bingo Baby,False,False,False,False,False,False,11.6
Foreplay,https://www.mountainproject.com/route/106517457/foreplay,2.0,5.11c,1,45.0,40.4461,-111.6859,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Bingo Baby,False,False,False,False,False,False,11.6
Protozoa,https://www.mountainproject.com/route/106517576/protozoa,2.1,5.11c,1,70.0,40.4461,-111.6859,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Bingo Baby,False,False,False,False,False,False,11.6
Three Easy Pieces,https://www.mountainproject.com/route/106517441/three-easy-pieces,1.9,5.11d,1,45.0,40.4461,-111.6859,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Bingo Baby,False,False,False,False,False,False,11.8
The Beckoning Call,https://www.mountainproject.com/route/106517461/the-beckoning-call,2.6,5.12a,1,45.0,40.4461,-111.6859,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Bingo Baby,False,False,False,False,False,False,12.2
Gordon's Linkup,https://www.mountainproject.com/route/106517491/gordons-linkup,3.4,5.12a,1,65.0,40.4461,-111.6859,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Bingo Baby,False,False,False,False,False,False,12.2
Bringer of Light,https://www.mountainproject.com/route/106517496/bringer-of-light,3.2,5.12a,1,65.0,40.4461,-111.6859,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Bingo Baby,False,False,False,False,False,False,12.2
Under the Knife,https://www.mountainproject.com/route/106957951/under-the-knife,3.5,5.11d,1,60.0,40.44338,-111.69085,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Blue Walls,False,False,False,False,False,False,11.8
Stemming the Tide,https://www.mountainproject.com/route/123254446/stemming-the-tide,3.3,5.11d,1,50.0,40.44338,-111.69085,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Blue Walls,False,False,False,False,False,False,11.8
Diminished Capacity,https://www.mountainproject.com/route/106951086/diminished-capacity,3.0,5.12a,1,60.0,40.44338,-111.69085,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Blue Walls,False,False,False,False,False,False,12.2
Slimabeing,https://www.mountainproject.com/route/110512138/slimabeing,2.1,5.11c,1,,40.45081,-111.67172,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Grey Cliffs Picnic Area,False,False,False,False,False,False,11.6
The Argument,https://www.mountainproject.com/route/110512146/the-argument,2.6,5.12a,1,,40.45081,-111.67172,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Grey Cliffs Picnic Area,False,False,False,False,False,False,12.2
Maxwell House,https://www.mountainproject.com/route/107551387/maxwell-house,2.2,5.11c,1,65.0,40.45,-111.6742,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Grey Cliffs Picnic Area,False,False,False,False,False,False,11.6
Unknown power crimps,https://www.mountainproject.com/route/121734047/unknown-power-crimps,3.0,5.11b/c,1,45.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,11.5
Daiquiri Ice,https://www.mountainproject.com/route/114264213/daiquiri-ice,3.4,5.11c,1,70.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,11.6
Oysters Rockefeller,https://www.mountainproject.com/route/107874743/oysters-rockefeller,2.0,5.11c,1,40.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,11.6
Razor Clam,https://www.mountainproject.com/route/111765678/razor-clam,1.7,5.11c/d,1,60.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,11.7
Screaming Lobsters,https://www.mountainproject.com/route/112253865/screaming-lobsters,1.8,5.11d,1,40.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,11.8
High Tide,https://www.mountainproject.com/route/120504100/high-tide,3.0,5.11d,1,85.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,11.8
Tuna Melt,https://www.mountainproject.com/route/107775202/tuna-melt,1.9,5.11d,1,,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,11.8
Pina Colada,https://www.mountainproject.com/route/114264314/pina-colada,1.8,5.12a,1,80.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,12.2
Lion Fish,https://www.mountainproject.com/route/112217250/lion-fish,2.7,5.12a/b,1,60.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,12.3
Bikini Wax,https://www.mountainproject.com/route/114264155/bikini-wax,2.0,5.11b/c,1,50.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,11.5
Tai chi,https://www.mountainproject.com/route/114263509/tai-chi,2.0,5.11c,1,50.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,11.6
Hope on a Rope,https://www.mountainproject.com/route/108114021/hope-on-a-rope,2.0,5.11c,1,50.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,11.6
Laid back & Out of Sight,https://www.mountainproject.com/route/114263528/laid-back-out-of-sight,1.7,5.11d,1,60.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,11.8
More than This?,https://www.mountainproject.com/route/114263554/more-than-this,2.3,5.12a,1,70.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,12.2
Germ Free,https://www.mountainproject.com/route/114263608/germ-free,3.0,5.12a,1,80.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,12.2
Oni,https://www.mountainproject.com/route/108365909/oni,2.8,5.11d,1,55.0,40.4445,-111.6966,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Unknown Pleasures,False,False,False,False,False,False,11.8
Desperation Takes Hold,https://www.mountainproject.com/route/121138284/desperation-takes-hold,3.7,5.12a,1,90.0,40.4445,-111.6966,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Unknown Pleasures,False,False,False,False,False,False,12.2
Fang,https://www.mountainproject.com/route/122324837/fang,2.5,5.11c,1,100.0,40.45152,-111.67645,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,11.6
The Whining,https://www.mountainproject.com/route/115685086/the-whining,2.7,5.12a,1,50.0,40.45152,-111.67645,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,12.2
The One,https://www.mountainproject.com/route/108382215/the-one,2.1,5.12a,1,,40.45152,-111.67645,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,12.2
Invitation to the Blues,https://www.mountainproject.com/route/108613157/invitation-to-the-blues,2.8,5.11c/d,1,60.0,40.45145,-111.67624,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,11.7
The Anarchist,https://www.mountainproject.com/route/115453967/the-anarchist,2.2,5.11d,1,60.0,40.45145,-111.67624,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,11.8
Erection or Ejection,https://www.mountainproject.com/route/105739970/erection-or-ejection,3.1,5.11d,1,,40.45145,-111.67624,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,11.8
Music for Chameleons,https://www.mountainproject.com/route/106564686/music-for-chameleons,2.9,5.11d,1,,40.45145,-111.67624,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,11.8
Death of a Sailsman,https://www.mountainproject.com/route/105741947/death-of-a-sailsman,3.2,5.12a,1,,40.45145,-111.67624,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,12.2
Reel Value,https://www.mountainproject.com/route/107760321/reel-value,3.0,5.11c,1,90.0,40.4496,-111.6779,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,11.6
Gripcom,https://www.mountainproject.com/route/107787186/gripcom,1.5,5.11c,1,60.0,40.4496,-111.6779,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,11.6
Broken Bones,https://www.mountainproject.com/route/121579514/broken-bones,2.0,5.12a,1,55.0,40.4514,-111.6685,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Bone Cave,False,False,False,False,False,False,12.2
Sins of the Body,https://www.mountainproject.com/route/124989076/sins-of-the-body,3.0,5.11d,1,35.0,40.4416,-111.7,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Temple,False,False,False,False,False,False,11.8
The Flakes of Wrath,https://www.mountainproject.com/route/108193189/the-flakes-of-wrath,3.7,5.11d,1,115.0,40.4416,-111.7,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Temple,False,False,False,False,False,False,11.8
Choss Fire,https://www.mountainproject.com/route/110443883/choss-fire,2.7,5.11c/d,1,60.0,40.44543,-111.70125,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Red Corners,False,False,False,False,False,False,11.7
Pocket Debris,https://www.mountainproject.com/route/108278513/pocket-debris,3.3,5.12a,1,50.0,40.44981,-111.66764,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Upper Division Wall,False,False,False,False,False,False,12.2
Neural Processor,https://www.mountainproject.com/route/109626464/neural-processor,2.5,5.12a/b,1,40.0,40.44981,-111.66764,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Upper Division Wall,False,False,False,False,False,False,12.3
Captain Tight Pants,https://www.mountainproject.com/route/108326348/captain-tight-pants,2.3,5.11c,1,60.0,40.45095,-111.66614,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,11.6
Stretchmarks,https://www.mountainproject.com/route/120486196/stretchmarks,4.0,5.12a,1,50.0,39.58832,-111.94561,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Stretchmarks,False,False,False,False,False,False,12.2
Purgatory,https://www.mountainproject.com/route/107719938/purgatory,1.9,5.11+,1,43.0,40.44645,-111.69372,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hell Area,False,False,False,False,False,False,11.7
The Gateway,https://www.mountainproject.com/route/107709354/the-gateway,2.9,5.12a,1,60.0,40.44645,-111.69372,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hell Area,False,False,True,False,False,False,12.2
Half Acre,https://www.mountainproject.com/route/105741746/half-acre,2.2,5.12a,1,40.0,40.44645,-111.69372,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hell Area,False,False,True,False,False,False,12.2
Juliet (Be Skatin),https://www.mountainproject.com/route/120032453/juliet-be-skatin,2.8,5.11c,1,,40.44645,-111.69416,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hell Area,False,False,False,False,False,False,11.6
Reaching for Razors,https://www.mountainproject.com/route/106518812/reaching-for-razors,2.9,5.11d,1,35.0,40.44645,-111.69416,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hell Area,False,False,False,False,False,False,11.8
The Blight,https://www.mountainproject.com/route/106518800/the-blight,2.2,5.12a,1,35.0,40.44645,-111.69416,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hell Area,False,False,False,False,False,False,12.2
Jitterbug Boy,https://www.mountainproject.com/route/112827026/jitterbug-boy,1.9,5.12a,1,55.0,40.44645,-111.69416,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hell Area,False,False,False,False,False,False,12.2
Reaching for Reality,https://www.mountainproject.com/route/121206982/reaching-for-reality,3.0,5.12a/b,1,60.0,40.44645,-111.69416,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hell Area,False,False,False,False,False,False,12.3
Four Runner,https://www.mountainproject.com/route/118713102/four-runner,3.0,5.11d,4,290.0,40.47177,-111.65726,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Silver Gate,False,False,False,False,False,False,11.8
A Man’s Undoing,https://www.mountainproject.com/route/120123190/a-mans-undoing,1.5,5.11d,1,35.0,40.4469,-111.68576,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,s Cave,False,False,False,False,False,False,11.8
Alotta,https://www.mountainproject.com/route/120123218/alotta,2.0,5.11d,1,45.0,40.4469,-111.68576,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,s Cave,False,False,False,False,False,False,11.8
Hang loose,https://www.mountainproject.com/route/124766254/hang-loose,2.0,5.11d,1,20.0,40.4469,-111.68576,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,s Cave,False,False,False,False,False,False,11.8
Bat’s in the Bellfree,https://www.mountainproject.com/route/120123212/bats-in-the-bellfree,2.8,5.12a,1,45.0,40.4469,-111.68576,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,s Cave,False,False,False,False,False,False,12.2
White men can’t jump,https://www.mountainproject.com/route/124766230/white-men-cant-jump,3.0,5.12a,1,25.0,40.4469,-111.68576,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,s Cave,False,False,False,False,False,False,12.2
Dogma,https://www.mountainproject.com/route/121489968/dogma,2.5,5.12a,1,50.0,40.44659,-111.69452,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Wall,False,False,False,False,False,False,12.2
Shinobi,https://www.mountainproject.com/route/121537239/shinobi,3.6,5.12a/b,1,50.0,40.44547,-111.69552,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hitcher,False,False,False,False,False,False,12.3
The Unforgiven,https://www.mountainproject.com/route/124986803/the-unforgiven,3.0,5.11b/c,1,35.0,40.45168,-111.66811,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Outlaw Crag,False,False,False,False,False,False,11.5
The Western Variation,https://www.mountainproject.com/route/124986860/the-western-variation,2.5,5.11b/c,1,45.0,40.45168,-111.66811,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Outlaw Crag,False,False,False,False,False,False,11.5
Jim Stone Route,https://www.mountainproject.com/route/124987156/jim-stone-route,2.5,5.11d,1,55.0,40.45168,-111.66811,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Outlaw Crag,False,False,False,False,False,False,11.8
Jim Stone 12,https://www.mountainproject.com/route/124987214/jim-stone-12,1.0,5.12a/b,1,60.0,40.45168,-111.66811,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Outlaw Crag,False,False,False,False,False,False,12.3
Redneck Genocide,https://www.mountainproject.com/route/106018391/redneck-genocide,3.2,5.11c,1,105.0,40.26544,-111.61505,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bug Barn Dance Wall,False,False,False,False,False,False,11.6
George of the Jungle,https://www.mountainproject.com/route/106067473/george-of-the-jungle,2.9,5.12a,1,120.0,40.2656,-111.6217,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,George,False,False,False,False,False,False,12.2
Two Pinches to Paradise,https://www.mountainproject.com/route/106167923/two-pinches-to-paradise,2.7,5.11d,1,,40.2656,-111.6204,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,s Mother,False,False,False,False,False,False,11.8
Mother of Invention,https://www.mountainproject.com/route/105817831/mother-of-invention,3.3,5.12a,1,75.0,40.2656,-111.6204,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,s Mother,False,False,True,False,False,False,12.2
Fat Hippos,https://www.mountainproject.com/route/105742088/fat-hippos,2.9,5.12a,1,40.0,40.2652,-111.6237,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Black Rose,False,False,False,False,False,False,12.2
Yuji Feet,https://www.mountainproject.com/route/106506583/yuji-feet,2.5,5.12a,1,40.0,40.2652,-111.6237,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Black Rose,False,False,False,False,False,False,12.2
Tales from the Gripped,https://www.mountainproject.com/route/106001667/tales-from-the-gripped,1.9,5.11b/c,1,70.0,40.2649,-111.6105,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Hidden,False,False,False,False,False,False,11.5
.44 Caliber Killer,https://www.mountainproject.com/route/106018361/44-caliber-killer,2.3,5.11c,1,,40.2649,-111.6105,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Hidden,False,False,False,False,False,False,11.6
Knightmare,https://www.mountainproject.com/route/106291042/knightmare,3.4,5.11c,2,,40.2649,-111.6105,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Hidden,False,False,False,False,False,False,11.6
Meadow Muffin,https://www.mountainproject.com/route/105739967/meadow-muffin,3.4,5.12a,1,70.0,40.2654,-111.6221,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bolt Slab,False,False,True,False,False,False,12.2
Buttered Muffin,https://www.mountainproject.com/route/119794186/buttered-muffin,4.0,5.12a/b,1,75.0,40.2654,-111.6221,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bolt Slab,False,False,True,False,False,False,12.3
Dead Man's Party,https://www.mountainproject.com/route/106800821/dead-mans-party,2.4,5.11c,1,25.0,40.2651,-111.613,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Boingo Wall,False,False,False,False,False,False,11.6
C'est Cool,https://www.mountainproject.com/route/111829329/cest-cool,4.0,5.12-,1,35.0,40.2655,-111.621,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,,False,False,False,False,False,False,12.3
Lightning Bolt,https://www.mountainproject.com/route/106158989/lightning-bolt,1.8,5.11b/c,1,40.0,40.2642,-111.6125,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Zoo,False,False,False,False,False,False,11.5
Lecherous,https://www.mountainproject.com/route/107326843/lecherous,3.1,5.11b/c,1,,40.2645,-111.612,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Adjective,False,False,False,False,False,False,11.5
Atrocious,https://www.mountainproject.com/route/106312467/atrocious,2.2,5.11c,1,80.0,40.2645,-111.612,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Adjective,False,False,False,False,False,False,11.6
Vicarious,https://www.mountainproject.com/route/106547324/vicarious,2.2,5.11c,1,55.0,40.2645,-111.612,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Adjective,False,False,False,False,False,False,11.6
Idiotic,https://www.mountainproject.com/route/106198395/idiotic,2.8,5.11d,1,35.0,40.2645,-111.612,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Adjective,False,False,False,False,False,False,11.8
Black,https://www.mountainproject.com/route/106494613/black,3.4,5.11d,1,40.0,40.2645,-111.612,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Adjective,False,False,False,False,False,False,11.8
Furious,https://www.mountainproject.com/route/106854663/furious,2.8,5.11d,1,35.0,40.2645,-111.612,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Adjective,False,False,False,False,False,False,11.8
Pink Bicycle,https://www.mountainproject.com/route/106163103/pink-bicycle,4.0,5.12a,1,75.0,40.2645,-111.612,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Adjective,False,False,False,False,False,False,12.2
Vexatious,https://www.mountainproject.com/route/119463818/vexatious,2.5,5.12a,1,40.0,40.2645,-111.612,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Adjective,False,False,False,False,False,False,12.2
Big Bottom,https://www.mountainproject.com/route/105965599/big-bottom,2.8,5.11c,1,60.0,40.2651,-111.6125,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Tap Wall,False,False,False,False,False,False,11.6
Funk,https://www.mountainproject.com/route/106185974/funk,3.0,5.11c,1,55.0,40.2677,-111.6066,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Threshold,False,False,False,False,False,False,11.6
Texas Chosspile,https://www.mountainproject.com/route/106687811/texas-chosspile,2.7,5.11c,1,40.0,40.2667,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Super Bowl Wall,False,False,False,False,False,False,11.6
"The Higher, Harder One",https://www.mountainproject.com/route/106167907/the-higher-harder-one,3.3,5.12a,1,,40.2667,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Super Bowl Wall,False,False,False,False,False,False,12.2
Everest 201,https://www.mountainproject.com/route/106313707/everest-201,3.1,5.12a,1,,40.2667,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Super Bowl Wall,False,False,False,False,False,False,12.2
More Obsessive Tendencies,https://www.mountainproject.com/route/106662530/more-obsessive-tendencies,2.7,5.12a,1,60.0,40.2667,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Super Bowl Wall,False,False,False,False,False,False,12.2
Smash the Poser,https://www.mountainproject.com/route/106682075/smash-the-poser,3.0,5.12a,1,35.0,40.2667,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Super Bowl Wall,False,False,False,False,False,False,12.2
"Grins, Giggles, Smiles, and Laughs",https://www.mountainproject.com/route/106161348/grins-giggles-smiles-and-laughs,3.5,5.11c,1,,40.2636,-111.6092,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Cooler,False,False,False,False,False,False,11.6
Welcome to the Crux,https://www.mountainproject.com/route/106191983/welcome-to-the-crux,2.8,5.11c,1,30.0,40.2636,-111.6092,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Cooler,False,False,False,False,False,False,11.6
Scree Be Free,https://www.mountainproject.com/route/107786743/scree-be-free,2.0,5.11c,1,70.0,40.2636,-111.6092,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Cooler,False,False,False,False,False,False,11.6
U.S. Grade A,https://www.mountainproject.com/route/119797613/us-grade-a,3.5,5.11c,1,30.0,40.2653,-111.622,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Meat Wall,False,False,False,False,False,False,11.6
Honey Dipper,https://www.mountainproject.com/route/106458564/honey-dipper,3.0,5.11c,1,75.0,40.2665,-111.624,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Jobsite,False,False,False,False,False,False,11.6
